Sr.No.,Category,Name of Book,Author,Acc.No,Price ,quantity,availibility,Rack No.,accession_date,Classification/Section No.,Publisher ,Publisher Place,year,Pages,ISBN,Receipt No.,added_on
119,Education & Reference,Marathi Aashay Adhyapan Paddhati,"Karandikar,Suresh; Mangarulkar,Meena",B.Ed/119,150,1,1,3,,370/KAR,Phadake Prakashan,Kolhapur,,302,,,
120,Education & Reference,Marathi Aashay Adhyapan Paddhati,"Karandikar,Suresh; Mangarulkar,Meena",B.Ed/120,150,1,1,3,,370/KAR,Phadake Prakashan,Kolhapur,,302,,,
121,Education & Reference,Marathi Aashay Adhyapan Paddhati,"Karandikar,Suresh; Mangarulkar,Meena",B.Ed/121,150,1,1,3,,370/KAR,Phadake Prakashan,Kolhapur,,302,,,
122,Education & Reference,Marathi Shikshan va Aashayukta Adhyapan,"Ransure,Vials",B.Ed/122,170,1,1,3,,370/RAN,Sanghmitra Prakashan,Miraj,2008,231,,,
123,Education & Reference,Marathitil Akshar Granthkar,"Gokhle,M.V.",B.Ed/123,60,1,1,3,,491/GOK,Pratima Prakashan,Pune,1993,128,,,
124,Education & Reference,Pragati-B.Ed. Vishayshikshan Marathi,Kulkarni,B.Ed/124,45,1,1,3,,370/KUL,Pragati Books Pvt. Ltd.,Pune,2010,,,,
125,Education & Reference,Handwriting Analysis,"Rout,B",B.Ed/125,195,1,1,3,,,Neelkamal Publications Pvt.Ltd.,New Delhi,2010,158,,,
126,Reference,Quiz Time,"Paranjape,Suresh",B.Ed/126,40,1,1,3,,,Pustak Mahal,Delhi,1994,127,,,
127,Education & Reference,Business Etiquette and Effective Presentation,"Palat,Raghu",B.Ed/127,,1,1,3,,,Himalaya Publishing House Pvt. Lim.,Mumbai,2009,250,,,
128,Education & Reference,Security for Telecommunications Network Management,"Rozenblit,Moshe",B.Ed/128,,1,1,3,,,IEEE Press,New York,2000,296,,,
129,Education & Reference,"Vocational Education in India-Why,What & How","Agarwal,J.C.;Agarwal,S.P.",B.Ed/129,80,1,1,3,,370/AGG,Doaba House,Delhi,1987,199,,,
130,Education & Reference,Mahavidyalayin Adhyapak(Net-Set-1),"Chavan,Deepak",B.Ed/130,280,1,1,3,,,Insite Prakashan,Nashik,2005,401,,,
131,Education & Reference,Strategic Management,"Cherunilam,Francis",B.Ed/131,,1,1,3,,,Himalaya Publishing House Pvt. Lim.,Mumbai,2010,310,,,
132,Education & Reference,Educational Administration,"Ludbe,Madhuri",B.Ed/132,,1,1,3,,,Symbiosis Centre for Distance Learning,Pune,2010,278,,,
133,Reference,Yash Tumchya Hatat,"Khera,Shiv",B.Ed/133,,1,1,3,,,Macmillan India Limited,Delhi,2008,304,,,
134,Education & Reference,Aadhunik Bhartiya Shiksha,"Bhatnagar,Suresh",B.Ed/134,43,1,1,3,,370/BHA,R.Lal Book Depot,Merath,1993,388,,,
135,Reference,Marathi Shuddhalekhan Pradeep,"Vallambe,M.R.;Phadake,Arun",B.Ed/135,75,1,1,3,,491/VAL,Nitin Prakashan,Pune,2002,192,,,
136,Novel,Hrudayastha,"Mandke,Alka",B.Ed/136,250,1,1,3,,891.46/MAN,Granthali Prakashan,Mumbai,2006,236,,,
137,Reference,Pune Vidyapithacha Itihas,Pune Vidyapith,B.Ed/137,200,1,1,3,,,Pune Vidyapith,Pune,1999,209,,,
138,Novel,Gun Gain Aavadi,"Deshpande,P.L.",B.Ed/138,120,1,1,3,,891/DES,Mauj Prakashan gruha,Mumbai,2010,200,,,
139,Education & Reference,Prayogik Manasashastra,"Vanarse,S.J.;Gogate,S.B",B.Ed/139,30,1,1,4,,370.15/VAN,Vinus Prakashan,Pune,1976,407,,,
140,Education & Reference,Shaleya Shaikshanik Adhishthan,"Virkar,Prabhakar;Virkar,Pratibha",B.Ed/140,130,1,1,4,,371.3/VIR,Pune Vidyarthi Gruha Prakashan,Pune,2005,328,,,
141,Education & Reference,Loksankhya Shikshan,"Nagpure,V.R.;Jape,D.K.",B.Ed/141,50,1,1,4,,304/NAG,Nutan Prakashan,Pune,1990,144,,,
142,Education & Reference,Anaupacharik shikshan,"Bobe,B.S.",B.Ed/142,50,1,1,4,,373/BOB,Nutan Prakashan,Pune,1996,140,,,
143,Reference,Aadivasi Prashnna Aani Parivartan,"Gare,Govind",B.Ed/143,70,1,1,4,,891/GAR,Amrut Prakashan,Aurangabad,1994,142,,,
144,Reference,The Mother on Education,"Shukla,Anil",B.Ed/144,,1,1,4,,370/SHU,National Council for Teacher Education,New Delhi,2004,260,,,
145,Reference,Shikshanachya Vastav Disha,"Nadkarni,M.D.",B.Ed/145,12,1,1,4,,373.2/NAA,Lalit Natya Prakashan,Mumbai,1987,88,,,
146,Reference,Shiksha Aur Samaj Ki Ridha Prerak Pramukh,Prakashanand,B.Ed/146,200,1,1,4,,370/PRA,,,,200,,,
147,Reference,Purab Khile Palash,"Tyagi,Ravindranath",B.Ed/147,175,1,1,4,,891.43/TYA,Bharatiya Dnyanpith Prakashan,New Delhi,1998,410,,,
148,Novel,Shahenshaha,"Inamdar,N.S.",B.Ed/148,300,1,1,4,,891.46/INA,Continental prakashan,Pune,2000,715,,,
149,novel,Tolastoy Ek Manus,"Devasthale,Sumati",B.Ed/149,135,1,1,4,,891.46/DEV,Rajahansa Prakashan,Pune,1990,502,,,
150,Reference,Nivadak Agralekh Va Patre,"Tilak,Bal Gangadhar",B.Ed/150,370,1,1,4,,,Riya Publication,Kolhapur,2016,304,,,
151,Reference,Sahityalochan ke Siddhant,"Jain,Ravindrakumar",B.Ed/151,100,1,1,4,,370/JAL,National Publishing House,New Delhi,1990,299,,,
152,Reference,Ardhaviram,"Gadakh,Yashvantarao",B.Ed/152,280,1,1,4,,891/GAD,Ruturang Prakashan,Mumbai,2003,208,,,
153,Biography,Samagra Keshavsut,"Pandit,B.S.",B.Ed/153,140,1,1,4,,891/PAM,Vinus Prakashan,Pune,1996,381,,,
154,Reference,Shikshan Chitra,"Joshi,Ram",B.Ed/154,150,1,1,4,,370/JOS,Granthali Prakashan,Mumbai,1996,218,,,
155,Novel,Mahanayak,"Patil,Vishwas",B.Ed/155,350,1,1,4,,891.46/PAT,Rajahansa Prakashan,Pune,2008,704,,,
156,Novel,Shyamchi Aai,Sane Guruji,B.Ed/156,60,1,1,4,,891.46/SAN,Pune Vidyarthi Gruha Prakashan,Pune,2008,256,,,
157,Novel,Baudhha Darshan,"Shakya,Rajendraprasad",B.Ed/157,60,1,1,4,,891/SHA,Madhyapradesh Hindi Academy,Bhopal,2001,201,,,
158,Reference,General Studies English Medium,Satish & Brother,B.Ed/158,45,1,1,4,,428.6/SAT,Satish & Brother,Delhi,2001,388,,,
159,Education & Reference,Pragat Shiskshanik Manasashatra,"Kharat,A.P.",B.Ed/159,40,1,1,4,,370.15/KHA,Shree Vidya Prakashan,Pune,1988,366,,,
160,Reference,Batmigiri,"Rahane,Ulhas",B.Ed/160,75,1,1,4,,891/RHA,Sahitya Rekha Prakashan,Nashik,1999,102,,,
161,Reference,Shikshan Chitra,"Joshi,Ram",B.Ed/161,150,1,1,4,,370/JOS,Granthali Prakashan,Mumbai,1996,218,,,
162,Reference,Leni Maharashtrachi,"Dalvi,Daud",B.Ed/162,700,1,1,4,,891/DLV,Granthali Prakashan,Mumbai,2004,302,,,
163,Reference,Khristapuranache Antarang,"Kolaso,Andru",B.Ed/163,50,1,1,4,,891.46/AND,Father Stiphan Academi,Vasai,1995,94,,,
164,Education,Geography of India,"Parakh,B.S.",B.Ed/164,28,1,1,4,,901/PAR,Rashtriya Shaikshik Anusandhan aur Prashikshan Parishad,New Delhi,2000,166,,,
165,Education,Shaikshik evam Manovaigyanik Anusandhan ke Muladhar,"Tiwari,Govind",B.Ed/165,30,1,1,4,,371/TIW,Vinod Pustak Mandir,Agra,1985,368,,,
166,Biography,Radhakrishnan- A Biography,"Gopal,Sarvepalli",B.Ed/166,250,1,1,4,,891/SAR,Oxford University Press,Delhi,1989,408,,,
167,Education,Arthshastra Adhyapan paddhati,Gajare;Puranik,B.Ed/167,20,1,1,4,,330/GAJ,Nutan Prakashan,Pune,1991,92,,,
168,Education,Vanijya Adhyapan Paddhati,Gajare;Nankar,B.Ed/168,15,1,1,4,,370/GAJ,Nutan Prakashan,Pune,1989,86,,,
169,Education,Vanijya Adhyapan Paddhati,Gajare;Nankar,B.Ed/169,15,1,1,4,,370/GAJ,Nutan Prakashan,Pune,1989,86,,,
170,Education,Ganit Adhyayan va Adhyapan,"Hakim,Prabhakar",B.Ed/170,,1,1,4,,,Nutan Prakashan,Pune,,300,,,
171,Reference,Hiroshima,"Kher,B.D.",B.Ed/171,500,1,1,4,,891.46/KHE,Vihang prakashan,Pune,1998,612,,,
172,Education,Hindi Shikshan Vidhi,"Bhatia,M.M.;Narang,C.L",B.Ed/172,150.5,1,1,4,,370/BHA,Tandon Publications,Ludhiana,,444+(28),,,
173,Reference,Shaikshanik Sanshodhan Namuna Nivad,"Parasnis,Hemlata",B.Ed/173,30,1,1,4,,370/PAA,Nitya Nutan Prakashan,Pune,2009,60,,,
174,Reference,Shaikshanik Sanshodhan Namuna Nivad,"Parasnis,Hemlata",B.Ed/174,30,1,1,4,,370/PAA,Nitya Nutan Prakashan,Pune,2009,60,,,
175,Biography,Shrimati Ramabai Ranade-Vyaktti aani karya,"Vidwans,Madhav S.",B.Ed/175,125,1,1,4,,,Majestic Prakashan,Mumbai,1989,337,,,
176,Biography,Dr. Babasaheb Ambedkar,"Keer,Dhananjay",B.Ed/176,250,1,1,4,,891/KIR,Popular Prakashan,Mumbai,1989,558,,,
177,Novel,Painjan,"Adavanta,M.N.",B.Ed/177,70,1,1,4,,891.46/ADV,Sahitya Prasar Kendra ,Nagapur,2000,127,,,
178,Education,Advanced Educationla Psychology,"Mangal,S.K.",B.Ed/178,175,1,1,4,,370.15/MAN,Prentice Hall of India,New Delhi,1994,416,,,
179,Education,Madhyamik Shikshan Sanrachana va Karyapaddhati,"Shivnekar,L.M.",B.Ed/179,60,1,1,4,,370/SHI,Nutan Prakashan,Pune,1992,216,,,
180,Reference,Hindurashtrache Aadya Shilpakar,"Gokhle,Vidyadhar",B.Ed/180,100,1,1,4,,891.46/GOK,Vasant Book Stall,Mumbai,1996,157,,,
181,Reference,Shikshanatil Sanshodhan Abhikalpa,"Pandit,Bansibihari",B.Ed/181,35,1,1,4,,370.78/PAN,Nutan Prakashan,Pune,1989,120,,,
182,Novel,The God of Small Things,"Roy,Arundhati",B.Ed/182,300,1,1,4,,,Meheta Publishing House,Pune,2004,432,,,
183,Education & Reference,The Altimate Teachers Handbook,"Bennett,Hazel",B.Ed/183,295,1,1,5,,370/BEN,Continuum International Publishing Group,New York,2007,253,,,
184,Education & Reference,The Sage Dictionary of Quantitative Management Research,"Moutinho,Luiz;Hutcheson,Graeme",B.Ed/184,,1,1,5,,370/LUI,Sage Publication Lit.,London,2011,346,,,
185,Education & Reference,Knowledge And Curriculam,D'costa Agnes Ronald,B.Ed/185,150,1,1,5,,,Himalaya Publishing House Pvt. Lim.,Mumbai,2016,160,,,
186,Reference,Scale Development,"DeVellis,Robert F.",B.Ed/186,$54 ,1,1,5,,370/ROB,Sage Publication Lit.,Los Angeles,2012,205,,,
187,Reference,Career Opportunities in Education,"Echaore-McDavid,Susan",B.Ed/187,$18.95 ,1,1,5,,370/SUS,Checkmark Books,New York,2000,307,,,
188,Reference,Qualitative Inquiry in Everyday Life ,"Brinkmann,Svend",B.Ed/188,,1,1,5,,370/SVE,Sage Publication Lit.,Los Angeles,2012,197,,,
189,Education & Reference,Research Methodology,"Khasnabis,Ratan;Saha,Suvasis",B.Ed/189,295,1,1,5,,370/KHA,Universites Press,Hyderabad,2015,312,,,
190,Education & Reference,Teaching Quantitative Methods,"Payne,Geoff;Williams,Malcolm",B.Ed/190,,1,1,5,,370/GEO,Sage Publication Lit.,Los Angeles,2011,187,,,
191,Education & Reference,Principles of Education,"Venkateswaran,S.",B.Ed/191,45,1,1,5,,370/VEN,Vikas Publishing House Pvt.Lim.,New Delhi,1993,166,,,
192,Education & Reference,Educational Television,"Passi,B.K.;Goel,D.R.",B.Ed/192,90,1,1,5,,823/PAS,National Psycological Corporation,Agra,1991,126,,,
193,Reference,Hydrabad Mukti Ladhyatil Manyadkhori Vijayi Kargil Shauryagatha,"Dhondage,Keshav Shankar",B.Ed/193,500,1,1,5,,891.46/DHO,Shree shivaji Mofat Education Society,Nanded,2001,1167,,,
194,Education & Reference,Adhyapanachi Pratimane,"Phadake,Vasanti",B.Ed/194,40,1,1,5,,370/PHA,Nutan Prakashan,Pune,,168,,,
195,Reference,Hindutvache Upnishad,"Aachrekar,Aabasaheb",B.Ed/195,200,1,1,5,,891.46/ACH,Manorama Prakashan,Mumbai,1996,296,,,
196,Education & Reference,Shikshakanche Prashikshn,"Parasnis,N.R.",B.Ed/196,90,1,1,5,,371.122/PAR,Nutan Prakashan,Pune,,270,,,
197,Education & Reference,Teaching of Chemistry,"Yadav,M.S.",B.Ed/197,50,1,1,5,,370/YAD,Anmol Publications,New Delhi,1993,249,,,
198,Education & Reference,Non-Verbal Class Room interaction in Teacher Education,"Jain,Rakesh",B.Ed/198,80,1,1,5,,370/JAI,National Psycological Corporation,Agra,1986,196,,,
199,Story,Ho Kinai?,"Jogalekar-Pawar,Madhumati",B.Ed/199,270,1,1,5,,,Madhumati Prakashan,Thane,2012,269,,,
200,Biography,Sampurna Smrutichitre,"Tilak,Luxmibai",B.Ed/200,450,1,1,5,,891.46/TIL,Popular Prakashan,Mumbai,1996,875,,,
201,Biography,Navbharatache Shilpakar Pandit Javaharlal Nehru,"Gadagil,S.R.",B.Ed/201,200,1,1,5,,891.46/GAD,Shalaka Prakashan,Mumbai,1994,414,,,
202,Novel,Gwahi aani Vegali nasaleli Goshta,"Khan,Rajan",B.Ed/202,120,1,1,5,,891/KHA,Magestic Prakashan,Mumbai,2004,174,,,
203,Education & Reference,Manasashatra Tatvancha Adhyapanat Adathala,"Salunkhe,Kavita",B.Ed/203,,1,1,5,,370/SAL,Y.C.M.O.University,Nashik,2002,89,,,
204,Education & Reference,Shikshakachya Badalatya Bhumika aani Krutishilata-1,Y.C.M.O.U,B.Ed/204,,1,1,5,,370,Y.C.M.O.University,Nashik,2006,99,,,
205,Education & Reference,Adhyapanat Udaharne va Dakhlyancha Vapar Kaushallya,"Patil,Nalini",B.Ed/205,,1,1,5,,371/PAT,Y.C.M.O.University,Nashik,2007,51,,,
206,Reference,Mukta Prashna Kaushallya,"Ghugare,Suhasini",B.Ed/206,,1,1,5,,371/GHU,Y.C.M.O.University,Nashik,2007,53,,,
207,Education,Prabalan Kaushallya,"Sapre,N.R.",B.Ed/207,,1,1,5,,371/SAP,Y.C.M.O.University,Nashik,2007,49,,,
208,Education,Samarop Kaushallya,"Patil,Bajarang Dadaji",B.Ed/208,,1,1,5,,371/PAT,Y.C.M.O.University,Nashik,2007,71,,,
209,Education & Reference,Samasya Nirakaran Paddhati-Marathi,"Kadam,Tejaswini",B.Ed/209,,1,1,5,,370/KAD,Y.C.M.O.University,Nashik,2007,95,,,
210,Education & Reference,Pravas Paddhati-Marathi,"Patil,B.D.;Patil,Vijaya",B.Ed/210,,1,1,5,,370/PAA,Y.C.M.O.University,Nashik,2007,42,,,
211,Education & Reference,Aadhar Paddhati-Marathi,"Barakale,Ramdas;Pichad Nalini",B.Ed/211,,1,1,5,,370/BAR,Y.C.M.O.University,Nashik,2007,91,,,
212,Education & Reference,Aashayayukta Adhyapan Paddhati : Karyapustika Bhag-2,"Salunkhe,Kavita",B.Ed/212,,1,1,5,,370/SAL,Y.C.M.O.University,Nashik,2007,39,,,
213,Education & Reference,Aashayayukta Adhyapan Paddhati : Karyapustika Bhag-2,"Salunkhe,Kavita",B.Ed/213,,1,1,5,,370/SAL,Y.C.M.O.University,Nashik,2007,39,,,
214,Education & Reference,Aashayayukta Adhyapan Paddhati : Karyapustika Bhag-1,"Salunkhe,Kavita",B.Ed/214,,1,1,5,,370/SAL,Y.C.M.O.University,Nashik,2007,50,,,
215,Education & Reference,Aashayayukta Adhyapan Paddhati : Karyapustika Bhag-1,"Salunkhe,Kavita",B.Ed/215,,1,1,5,,370/SAL,Y.C.M.O.University,Nashik,2007,50,,,
216,Education & Reference,Saravasambandhi pratyakshike-1(Pratyakshik Karyafile -3),Y.C.M.O.U,B.Ed/216,,1,1,5,,370/YAS,Y.C.M.O.University,Nashik,2007,179,,,
217,Education & Reference,Saravasambandhi pratyakshike-2(Pratyakshik Karyafile -3),Y.C.M.O.U,B.Ed/217,,1,1,5,,370/YAS,Y.C.M.O.University,Nashik,2007,144,,,
218,Education & Reference,Pathniyojan Kaushallya,"Salunkhe,Kavita;Suravase,Magan",B.Ed/218,,1,1,5,,371/SAL,Y.C.M.O.University,Nashik,2006,152,,,
219,Education & Reference,Saidhhantik Bhagavaril Pratyaskhike-1,Y.C.M.O.U,B.Ed/219,,1,1,5,,370/YAS,Y.C.M.O.University,Nashik,2007,26,,,
220,Education & Reference,Pratyabharnasathi Adhyapan Kruti kaushallya,"Ghugare,Suhasini",B.Ed/220,,1,1,5,,371/GHU,Y.C.M.O.University,Nashik,2007,99,,,
221,Education & Reference,Sukshma Adhyapan Naidanik Drushtikon : Nidan Prakriya,"Salunkhe,Kavita",B.Ed/221,,1,1,5,,371/SAL,Y.C.M.O.University,Nashik,2006,27,,,
222,Education & Reference,Shodhak Prashna Kaushalya,"Salunkhe,Kavita",B.Ed/222,,1,1,5,,371/SAL,Y.C.M.O.University,Nashik,2007,37,,,
223,Education & Reference,Shaikshanik Sadhannancha Vapar,"Naykavade,Umaji",B.Ed/223,,1,1,5,,371/NAY,Y.C.M.O.University,Nashik,2007,48,,,
224,Education & Reference,Chetak Badal Kaushallya,"Kulkarni,V.G.",B.Ed/224,,1,1,5,,371/KUL,Y.C.M.O.University,Nashik,2007,31,,,
225,Education & Reference,Mulbhut Prashnnapaddhati Kaushallya,"Salunkhe,Kavita",B.Ed/225,,1,1,5,,371/SAL,Y.C.M.O.University,Nashik,2007,36,,,
226,Education & Reference,Aashayyukta Adhyapan Paddhati(Mulbhut),"Salunkhe,Kavita",B.Ed/226,,1,1,5,,370/SAA,Y.C.M.O.University,Nashik,2007,151,,,
227,Education & Reference,Saravasathi Namuna Prashnapatrika va Uttarlekhan Margadarshika,"Salunkhe,Kavita;Paikrao,Vijaykumar",B.Ed/227,,1,1,5,,370/SAL,Y.C.M.O.University,Nashik,2007,70,,,
228,Education & Reference,Saravapath Nirikshan Mahitipustika,"Salunkhe,Kavita",B.Ed/228,,1,1,5,,370/SAL,Y.C.M.O.University,Nashik,2007,107,,,
229,Education & Reference,Saravapath Nirikshan Mahitipustika,"Salunkhe,Kavita",B.Ed/229,,1,1,5,,370/SAL,Y.C.M.O.University,Nashik,2007,107,,,
230,Education & Reference,Vyakhyaan Paddhati,"Joshi,Anant;Mahale,Sanjivani",B.Ed/230,,1,1,5,,370/JOS,Y.C.M.O.University,Nashik,2007,46,,,
231,Education & Reference,Shikshakachya Badalatya Bhumika aani Krutishilata-2,Y.C.M.O.U,B.Ed/231,,1,1,5,,370/JAA,Y.C.M.O.University,Nashik,2007,71,,,
232,Education & Reference,Educational Technology,"Rao,Usha",B.Ed/232,80,1,1,6,,370.15/RAO,Himalaya Publishing House Pvt. Lim.,Mumbai,1997,237,,,
233,Education & Reference,Shikshanik Tantravidnyan,"Oak,Suman",B.Ed/233,35,1,1,6,,601/OAK,Shree Vidya Prakashan,Pune,1984,164,,,
234,Education & Reference,"Udayonnmukh Bhartiya Samaj,Sanskruti Aani Shikshan","Kulkarni,Vishwambar;Kaldate,Sudha",B.Ed/234,150,1,1,6,,370/KUL,Shree Vidya Prakashan,Pune,1994,288,,,
235,Education & Reference,The Teaching of Mathematics,"Sidhu,Kulbir Singh",B.Ed/235,40,1,1,6,,510/SID,Sterling Publishers Private Lim.,New Delhi,1990,382,,,
236,Education & Reference,Statistics in Psychology and Education,"Mangal,S.K.",B.Ed/236,75,1,1,6,,370.15/MAN,Tata McGraw Hill Publishing Com. Lim.,New Delhi,1987,244,,,
237,Education & Reference,Shikshanik Manasashastra,"Karandikar,Suresh",B.Ed/237,150,1,1,6,,370.15/KAR,Phadake Prakashan,Kolhapur,2001,400,,,
238,Education & Reference,Udayonnmukh Bhartiya Samajatil Shikshan va Shikshak,"Aher,Hira",B.Ed/238,140,1,1,6,,370.19054/AHE,Vidya Prakashan,Nagapur,1995,314,,,
239,Education & Reference,Bhartatil Shikshanik Aayog Va Samitya,"Ghormode,K.U.;Ghormode,K",B.Ed/239,200,1,1,6,,370/GHO,Vidya Prakashan,Nagapur,2007,188,,,
240,Education & Reference,Shaikshanik Tantravidnyan Aani Vyavasthapan,"Shevtekar,Sharda",B.Ed/240,300,1,1,6,,370.15/SAO,Vidya Prakashan,Nagapur,2005,240,,,
241,Education & Reference,Advanced Educationla Psychology,"Chauhan,S.S.",B.Ed/241,85,1,1,6,,370/15/CHA,Vikas Publishing House Pvt.Lim.,New Delhi,1992,542,,,
242,Novel,Shala,"Bokil,Milind",B.Ed/242,200,1,1,6,,,Mauj Prakashan gruha,Mumbai,2010,303,,,
243,Education & Reference,Child Psychology and Child Guidance,"Kale,S.V.",B.Ed/243,95,1,1,6,,155.4/KAL,Himalaya Publishing House Pvt. Lim.,Mumbai,2002,276,,,
244,Education & Reference,Methodology of Teaching of English,"Ghormode,K.U.",B.Ed/244,200,1,1,6,,370/GHO,Vidya Prakashan,Nagapur,2008,187,,,
245,Education & Reference,English Grammar,"Kale,B.S.",B.Ed/245,30,1,1,6,,891/KAL,Pragati Prakashan,Mumbai,,261,,,
246,Education & Reference,Educational Technology,"Bengalee,Coomi D.",B.Ed/246,22,1,,6,,600/BEN,Sheth Publishers,Bombay,1986,264,,,
247,Education & Reference,Educational Technology,"Bengalee,Coomi D.",B.Ed/247,22,1,,6,,600/BEN,Sheth Publishers,Bombay,,266,,,
248,Education & Reference,Shaikshanik Tantravidnyan,"Pandav,Anita Girish",B.Ed/248,60,1,,6,,601/PAN,Das Ganu Prakashan,Nagapur,2009,76,,,
249,Education & Reference,Technique and Methods of Teaching,"Rai,B.C.",B.Ed/249,60,1,,6,,370/RAI,Prakashan Kendra,Lucknow,1998,77,,,
250,Education & Reference,Educational Technology,"Rao,Usha",B.Ed/250,60,1,,6,,600/RAO,Himalaya Publishing House Pvt. Lim.,Bombay,1994,237,,,
251,Education & Reference,Shaikshanik Samajshatra,"Hakim,Prabhakar",B.Ed/251,75,1,,6,,301/HAK,Nitya Nutan Prakashan  ,Pune,2007,132,,,
252,Education & Reference,Bhartiya Shikshan Pranalicha Vikas,"Patil Preeti; Shevtekar,Sharda",B.Ed/252,110,1,,6,,371/PAT,Phadake Prakashan,Kolhapur,2004,189,,,
253,Education & Reference,Pragat Shikshanik Samajshatra,"Dunakhe,Arvind;Deshpande,Leena",B.Ed/253,120,1,,6,,370/DUN,Nitya Nutan Prakashan,Pune,2005,340,,,
254,Education & Reference,Vartaman Shikshanatil Vicharpravah,"Nankar,P.L.; Shirode,Sangita",B.Ed/254,105,1,,6,,371.11/NAN,Nitya Nutan Prakashan,Pune,2010,230,,,
255,Education & Reference,Shikshanik Manasashastra,"Pandit,R.V.",B.Ed/255,425,1,,6,,370.15/PAN,Pimplapure & Company publishers,Nagapur,2009,560,,,
256,Education & Reference,Anudeshan Pranali,"Nagamoti,Pankaj",B.Ed/256,140,1,,6,,370.1/NAA,Grishma Prakashan,Nashik,2008,216,,,
257,Education & Reference,Education in India Today and Tomorrow,"Mukerji,S.N.",B.Ed/257,40,1,,6,,370/MUK,Vinod Pustak Mandir,Agra,1992,178,,,
258,Education & Reference,Education in India Today and Tomorrow,"Mukerji,S.N.",B.Ed/258,,1,,6,,370/MUK,Vinod Pustak Mandir,Agra,1992,178,,,
259,Education & Reference,Prachin Bharat me Nari,"Mishr,Urmila Prakash",B.Ed/259,70,1,,6,,907/MIS,Madhyapradesh Hindi Granth Academy,Bhopal,2002,296,,,
260,Education & Reference,Shikshan Shketratil Vicharvant,"Pawar,N.G.",B.Ed/260,60,1,,6,,371/PAW,Nutan Prakashan,Pune,1995,159,,,
261,Education & Reference,Subodh Shaikshanik va Prayogik Manasashatra,"Nankar,P.L.; Shirode,Sangita",B.Ed/261,200,1,,6,,370.15/NAN,Nitya Nutan Prakashan,Pune,2005,442,,,
262,Education & Reference,Educational and Vocational Guidance in Secondary Schools,"Kochhar,S.K.",B.Ed/262,45,1,,6,,371.4/KOC,Sterling Publishers Private Lim.,New Delhi,1990,479,,,
263,Education & Reference,Educational and Vocational Guidance in Secondary Schools,"Kochhar,S.K.",B.Ed/263,45,1,,6,,371.4/KOC,Sterling Publishers Private Lim.,New Delhi,1990,479,,,
264,Education & Reference,English Grammar,"Kale,B.S.",B.Ed/264,30,1,,6,,371.260/KAL,Pragati Prakashan,Mumbai,,261,,,
265,Education & Reference,Teaching Social Studies in Elementary Schools,"Khan,M.A.",B.Ed/265,185,1,,6,,,Commonwealth Publishers,New Delhi,2007,302,,,
266,Education & Reference,The Counseling Process,"Patterson,Lewis E.;Welfel,Elizabeth Reynolds",B.Ed/266, ,1,,6,,370/PAT,Brooks/Cole,Australia,2000,369,,,
267,Education & Reference,Guidance and Councelling in colleges and Universities,"Kochhar,S.K.",B.Ed/267,100,1,,6,,601/KOC,Sterling Publishers Private Lim.,New Delhi,2000,462,,,
268,Education & Reference,Guidance and Councelling in colleges and Universities,"Kochhar,S.K.",B.Ed/268,100,1,,6,,601/KOC,Sterling Publishers Private Lim.,New Delhi,2000,462,,,
269,Education & Reference,Shikshanik aani Vyavsaik Margadarshan,"Pimpalkhare,M.H.",B.Ed/269,30,1,,6,,370.76/PIM,Pune Vidyarthi Gruha Prakashan,Pune,1991,113,,,
270,General,shabbas Lakadya,"Matkari,Ratnakar",B.Ed/270,60,1,,6,,891/MAT,Popular Prakashan,Mumbai,2001,45,,,
271, Reference,Portuguese Rajvatitil Swatantra Ladhychi Pane(1510-1947),"Sukhatankar,Jagannath S.",B.Ed/271,90,1,,6,,891/SUK,Gomantak Marathi Academi,Goa,1992,175,,,
272,Education & Reference,Shikshanik va Vyavsaik Margadarshan aani Samupadeshan,"Dunakhe,Arvind",B.Ed/272,145,1,,6,,370.76/DUN,Nitya Nutan Prakashan,Pune,2006,303,,,
273,Education & Reference,Shikshanik va Vyavsaik Margadarshan aani Samupadeshan,"Dunakhe,Arvind",B.Ed/273,100,1,,6,,370.76/DUN,Nitya Nutan Prakashan,Pune,2010,226,,,
274,Education & Reference,Educational and Vocational Guidance in Secondary Schools,"Kochhar,S.K.",B.Ed/274,45,1,,6,,371.141/KOC,Sterling Publishers Private Lim.,New Delhi,1990,479,,,
275,Education & Reference,Vyavasay Margadarshan aani Sallakarya,"Patki,S.M",B.Ed/275,70,1,,6,,370.113/PAT,Milind Prakashan ,Aurangabad,1984,355,,,
276,General,Croshache Vinkam,"Kale,Pratibha",B.Ed/276,100,1,,6,,370/KAL,Rohan Prakashan,Mumbai,1996,132,,,
277,General,Surve Yanche Vidyapeeth,"Rajapure,Pushpa",B.Ed/277,150,1,,6,,891.46/RAJ,Sandarbha Prakashan,Thane,1993,306,,,
278,Education & Reference,Education (UGC. NET/SLET),"Singh,Nageshwar; Gupta,Vinay",B.Ed/278,440,1,,6,,370/SIN,Bookhive (India),New Delhi,,728,,,
279,Education & Reference,General Studies Manual,"Chand,Tara",B.Ed/279,225,1,,6,,601/CHA,Tata McGraw Hill Publishing Com. Lim.,New Delhi,1993,A-1/L-83,,,
280,Education & Reference,Paryavaran Shikshan,"Bhandarkar,K.M.",B.Ed/280,165,1,,7,,370/BHA,Nitya Nutan Prakashan,Pune,2007,348,,,
